OBJECTID,Shape,Join_Count,TARGET_FID,PIN,PIN2,PTRACT2,GPIN,Parcel_Tex,Parts,SUB_NAME,DEED_AC,ACTIVE,EXPIRY,Last,ACC_NO,class,TCSD,SHARE_TC,EDITDATE,EDITBY,EDITTYPE,TRANSACTIO,TRANSACT_1,TRATE_ID,YearFor,Fire_Dist,Calc_Acrea,Parcel_Not,TAZ_Model_,Possible_Z,Common_Nam,Common_N_1,GPS_Y_N,GPS_Year,Calc_Acr_1,Calc_Acr_2,Data_year,ORIG_FID,AccountNumber,TaxMap,GPIN,LUC_2022,Total Land,Land Unit Type,CurYr_LandMarketValue,CurYr_LandUseValue,CurYr_AgricultCredit,CurYr_BuildingValue,CurYr_SFYIValue,CurYr_MarketValue,PrevYr_LandMarketValue,PrevYr_LandUseValue,PrevYr_agricultCredit,PrevYr_BuildingValue,PrevYr_SFYIValue,PrevYr_MarketValue,Description,Full description,UserAccoun,LandUseCod2018
1528,Point,1,1534, ,58-54-3-38-0,58-32-3-50-0,7725-01-3226,3226,1,Mosaic at West Creek Sec III,0.11,12/10/2021,<Null>,7725-01-9587,21180,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.110371, , ,23238, , , , ,-0.000371,0,2022,16795,21180,58-54-3-38-0,<Null>,SNGL FAM URB,0.11,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1529,Point,1,1535, ,58-54-3-54-0,58-32-3-50-0,7725-01-9201,9201,1,Mosaic at West Creek Sec III,0.111,12/10/2021,<Null>,7725-01-9587,21196,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.110538, , ,23238, , , , ,0.000462,0,2022,16796,21196,58-54-3-54-0,<Null>,SNGL FAM URB,0.111,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1530,Point,1,1536, ,58-54-3-52-0,58-32-3-50-0,7725-01-8241,8241,1,Mosaic at West Creek Sec III,0.112,12/10/2021,<Null>,7725-01-9587,21194,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.112298, , ,23238, , , , ,-0.000298,0,2022,16797,21194,58-54-3-52-0,<Null>,SNGL FAM URB,0.112,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1531,Point,1,1537, ,58-54-3-46-0,58-32-3-50-0,7725-01-6213,6213,1,Mosaic at West Creek Sec III,0.133,12/10/2021,<Null>,7725-01-9587,21188,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.133009, , ,23238, , , , ,-0.000009,0,2022,16798,21188,58-54-3-46-0,<Null>,SNGL FAM URB,0.133,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1532,Point,1,1538, ,58-54-3-45-0,58-32-3-50-0,7725-01-5273,5273,1,Mosaic at West Creek Sec III,0.134,12/10/2021,<Null>,7725-01-9587,21187,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.133613, , ,23238, , , , ,0.000387,0,2022,16799,21187,58-54-3-45-0,<Null>,SNGL FAM URB,0.134,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1533,Point,1,1539, ,58-54-3-41-0,58-32-3-50-0,7725-01-4235,4235,1,Mosaic at West Creek Sec III,0.14,12/10/2021,<Null>,7725-01-9587,21183,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.13951, , ,23238, , , , ,0.00049,0,2022,16800,21183,58-54-3-41-0,<Null>,SNGL FAM URB,0.14,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1534,Point,1,1540, ,58-54-3-56-0,58-32-3-50-0,7725-01-9280,9280,1,Mosaic at West Creek Sec III,0.143,12/10/2021,<Null>,7725-01-9587,21198,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.143316, , ,23238, , , , ,-0.000316,0,2022,16801,21198,58-54-3-56-0,<Null>,SNGL FAM URB,0.143,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1535,Point,1,1541, ,58-54-3-40-0,58-32-3-50-0,7725-01-3295,3295,1,Mosaic at West Creek Sec III,0.145,12/10/2021,<Null>,7725-01-9587,21182,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.144665, , ,23238, , , , ,0.000335,0,2022,16802,21182,58-54-3-40-0,<Null>,SNGL FAM URB,0.145,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1536,Point,1,1542, ,58-54-3-55-0,58-32-3-50-0,7725-01-9240,9240,1,Mosaic at West Creek Sec III,0.148,12/10/2021,<Null>,7725-01-9587,21197,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.147928, , ,23238, , , , ,0.000072,0,2022,16803,21197,58-54-3-55-0,<Null>,SNGL FAM URB,0.148,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1537,Point,1,1543, ,58-54-3-60-0,58-32-3-50-0,7725-11-1128,1128,1,Mosaic at West Creek Sec III,0.153,12/10/2021,<Null>,7725-01-9587,21202,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.152536, , ,23238, , , , ,0.000464,0,2022,16804,21202,58-54-3-60-0,<Null>,SNGL FAM URB,0.153,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1538,Point,1,1544, ,58-54-3-66-0,58-32-3-50-0,7725-11-3137,3137,1,Mosaic at West Creek Sec III,0.153,12/10/2021,<Null>,7725-01-9587,21208,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.152874, , ,23238, , , , ,0.000126,0,2022,16805,21208,58-54-3-66-0,<Null>,SNGL FAM URB,0.153,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1539,Point,1,1545, ,58-54-3-67-0,58-32-3-50-0,7725-11-3177,3177,1,Mosaic at West Creek Sec III,0.159,12/10/2021,<Null>,7725-01-9587,21209,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.158575, , ,23238, , , , ,0.000425,0,2022,16806,21209,58-54-3-67-0,<Null>,SNGL FAM URB,0.159,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1540,Point,1,1546, ,58-54-3-50-0,58-32-3-50-0,7725-01-7252,7252,1,Mosaic at West Creek Sec III,0.159,12/10/2021,<Null>,7725-01-9587,21192,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.159227, , ,23238, , , , ,-0.000227,0,2022,16807,21192,58-54-3-50-0,<Null>,SNGL FAM URB,0.159,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1541,Point,1,1547, ,58-54-3-61-0,58-32-3-50-0,7725-11-1177,1177,1,Mosaic at West Creek Sec III,0.165,12/10/2021,<Null>,7725-01-9587,21203,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.164552, , ,23238, , , , ,0.000448,0,2022,16808,21203,58-54-3-61-0,<Null>,SNGL FAM URB,0.165,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1542,Point,1,1548, ,58-54-3-51-0,58-32-3-50-0,7725-01-8202,8202,1,Mosaic at West Creek Sec III,0.168,12/10/2021,<Null>,7725-01-9587,21193,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.168361, , ,23238, , , , ,-0.000361,0,2022,16809,21193,58-54-3-51-0,<Null>,SNGL FAM URB,0.168,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1543,Point,1,1549, ,58-54-3-35-0,58-32-3-50-0,7725-01-2238,2238,1,Mosaic at West Creek Sec III,0.173,12/10/2021,<Null>,7725-01-9587,21177,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.173256, , ,23238, , , , ,-0.000256,0,2022,16810,21177,58-54-3-35-0,<Null>,SNGL FAM URB,0.173,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7715-91-8534,20 - SNGL FAM SUB
1544,Point,1,1550, ,58-54-3-71-0,58-32-3-50-0,7725-11-5116,5116,1,Mosaic at West Creek Sec III,0.208,12/10/2021,<Null>,7725-01-9587,21213,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.208014, , ,23238, , , , ,-0.000014,0,2022,16811,21213,58-54-3-71-0,<Null>,SNGL FAM URB,0.208,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1545,Point,1,1551, ,58-54-3-84-0,58-32-3-50-0,7725-11-1591,1591,1,Mosaic at West Creek Sec III,0.086,12/10/2021,<Null>,7725-01-9587,21226,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.086006, , ,23238, , , , ,-0.000006,0,2022,16812,21226,58-54-3-84-0,<Null>,SNGL FAM URB,0.086,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1546,Point,1,1552, ,58-54-3-87-0,58-32-3-50-0,7725-11-2549,2549,1,Mosaic at West Creek Sec III,0.087,12/10/2021,<Null>,7725-01-9587,21229,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.086777, , ,23238, , , , ,0.000223,0,2022,16813,21229,58-54-3-87-0,<Null>,SNGL FAM URB,0.087,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1547,Point,1,1553, ,58-54-3-91-0,58-32-3-50-0,7725-11-3722,3722,1,Mosaic at West Creek Sec III,0.087,12/10/2021,<Null>,7725-01-9587,21233,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.086777, , ,23238, , , , ,0.000223,0,2022,16814,21233,58-54-3-91-0,<Null>,SNGL FAM URB,0.087,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1548,Point,1,1554, ,58-54-3-85-0,58-32-3-50-0,7725-11-2514,2514,1,Mosaic at West Creek Sec III,0.099,12/10/2021,<Null>,7725-01-9587,21227,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.099149, , ,23238, , , , ,-0.000149,0,2022,16815,21227,58-54-3-85-0,<Null>,SNGL FAM URB,0.099,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1549,Point,1,1555, ,58-54-3-92-0,58-32-3-50-0,7725-11-3734,3734,1,Mosaic at West Creek Sec III,0.099,12/10/2021,<Null>,7725-01-9587,21234,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.099174, , ,23238, , , , ,-0.000174,0,2022,16816,21234,58-54-3-92-0,<Null>,SNGL FAM URB,0.099,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1550,Point,1,1556, ,58-54-3-86-0,58-32-3-50-0,7725-11-2527,2527,1,Mosaic at West Creek Sec III,0.099,12/10/2021,<Null>,7725-01-9587,21228,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.099174, , ,23238, , , , ,-0.000174,0,2022,16817,21228,58-54-3-86-0,<Null>,SNGL FAM URB,0.099,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1551,Point,1,1557, ,58-54-3-90-0,58-32-3-50-0,7725-11-3609,3609,1,Mosaic at West Creek Sec III,0.099,12/10/2021,<Null>,7725-01-9587,21232,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.099174, , ,23238, , , , ,-0.000174,0,2022,16818,21232,58-54-3-90-0,<Null>,SNGL FAM URB,0.099,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1552,Point,1,1558, ,58-54-3-89-0,58-32-3-50-0,7725-11-2686,2686,1,Mosaic at West Creek Sec III,0.136,12/10/2021,<Null>,7725-01-9587,21231,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.136364, , ,23238, , , , ,-0.000364,0,2022,16819,21231,58-54-3-89-0,<Null>,SNGL FAM URB,0.136,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1553,Point,1,1559, ,58-54-3-88-0,58-32-3-50-0,7725-11-2662,2662,1,Mosaic at West Creek Sec III,0.136,12/10/2021,<Null>,7725-01-9587,21230,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.136364, , ,23238, , , , ,-0.000364,0,2022,16820,21230,58-54-3-88-0,<Null>,SNGL FAM URB,0.136,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1554,Point,1,1560, ,58-54-3-93-0,58-32-3-50-0,7725-11-3767,3767,1,Mosaic at West Creek Sec III,0.137,12/10/2021,<Null>,7725-01-9587,21235,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.136923, , ,23238, , , , ,0.000077,0,2022,16821,21235,58-54-3-93-0,<Null>,SNGL FAM URB,0.137,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1555,Point,1,1561, ,58-54-3-81-0,58-32-3-50-0,7725-11-1376,1376,1,Mosaic at West Creek Sec III,0.087,12/10/2021,<Null>,7725-01-9587,21223,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.086817, , ,23238, , , , ,0.000183,0,2022,16822,21223,58-54-3-81-0,<Null>,SNGL FAM URB,0.087,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1556,Point,1,1562, ,58-54-3-77-0,58-32-3-50-0,7725-11-2396,2396,1,Mosaic at West Creek Sec III,0.088,12/10/2021,<Null>,7725-01-9587,21219,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.088105, , ,23238, , , , ,-0.000105,0,2022,16823,21219,58-54-3-77-0,<Null>,SNGL FAM URB,0.088,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1557,Point,1,1563, ,58-54-3-74-0,58-32-3-50-0,7725-11-4319,4319,1,Mosaic at West Creek Sec III,0.097,12/10/2021,<Null>,7725-01-9587,21216,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.097412, , ,23238, , , , ,-0.000412,0,2022,16824,21216,58-54-3-74-0,<Null>,SNGL FAM URB,0.097,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1558,Point,1,1564, ,58-54-3-73-0,58-32-3-50-0,7725-11-4440,4440,1,Mosaic at West Creek Sec III,0.1,12/10/2021,<Null>,7725-01-9587,21215,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.100279, , ,23238, , , , ,-0.000279,0,2022,16825,21215,58-54-3-73-0,<Null>,SNGL FAM URB,0.1,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-11-4854,40 - COMM & IND
1559,Point,1,1565, ,58-54-3-80-0,58-32-3-50-0,7725-11-2306,2306,1,Mosaic at West Creek Sec III,0.1,12/10/2021,<Null>,7725-01-9587,21222,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.100355, , ,23238, , , , ,-0.000355,0,2022,16826,21222,58-54-3-80-0,<Null>,SNGL FAM URB,0.1,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1560,Point,1,1566, ,58-54-3-79-0,58-32-3-50-0,7725-11-2336,2336,1,Mosaic at West Creek Sec III,0.101,12/10/2021,<Null>,7725-01-9587,21221,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.10102, , ,23238, , , , ,-0.00002,0,2022,16827,21221,58-54-3-79-0,<Null>,SNGL FAM URB,0.101,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1561,Point,1,1567, ,58-54-3-78-0,58-32-3-50-0,7725-11-2366,2366,1,Mosaic at West Creek Sec III,0.101,12/10/2021,<Null>,7725-01-9587,21220,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.101114, , ,23238, , , , ,-0.000114,0,2022,16828,21220,58-54-3-78-0,<Null>,SNGL FAM URB,0.101,AC,105000,0,105000,0,0,105000,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1562,Point,1,1568, ,58-54-3-76-0,58-32-3-50-0,7725-11-3336,3336,1,Mosaic at West Creek Sec III,0.137,12/10/2021,<Null>,7725-01-9587,21218,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.136873, , ,23238, , , , ,0.000127,0,2022,16829,21218,58-54-3-76-0,<Null>,SNGL FAM URB,0.137,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1563,Point,1,1569, ,58-54-3-75-0,58-32-3-50-0,7725-11-3378,3378,1,Mosaic at West Creek Sec III,0.17,12/10/2021,<Null>,7725-01-9587,21217,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.170012, , ,23238, , , , ,-0.000012,0,2022,16830,21217,58-54-3-75-0,<Null>,SNGL FAM URB,0.17,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1564,Point,1,1570, ,58-54-3-72-0,58-32-3-50-0,7725-11-4388,4388,1,Mosaic at West Creek Sec III,0.18,12/10/2021,<Null>,7725-01-9587,21214,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.180095, , ,23238, , , , ,-0.000095,0,2022,16831,21214,58-54-3-72-0,<Null>,SNGL FAM URB,0.18,AC,115500,0,115500,0,0,115500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-21-2414,40 - COMM & IND
1565,Point,1,1571, ,58-54-3-7-A,58-32-3-50-0,7725-01-4660,4660,1,Mosaic at West Creek Sec III,0.027,12/10/2021,<Null>,7725-01-9587,21298,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.027136, , ,23238, , , , ,-0.000136,0,2022,16832,21298,58-54-3-7-A,<Null>,Cmn Area/Open Spc,0.027,AC,0,0,0,0,0,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1566,Point,1,1572, ,58-54-3-4-A,58-32-3-50-0,7725-01-8563,8563,1,Mosaic at West Creek Sec III,0.523,12/10/2021,<Null>,7725-01-9587,21295,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.523414, , ,23238, , , , ,-0.000414,0,2022,16833,21295,58-54-3-4-A,<Null>,Cmn Area/Open Spc,0.523,AC,0,0,0,0,0,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1567,Point,1,1573, ,58-54-3-3-A,58-32-3-50-0,7725-01-7910,7910,1,Mosaic at West Creek Sec III,0.137,12/10/2021,<Null>,7725-01-9587,21294,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.137129, , ,23238, , , , ,-0.000129,0,2022,16834,21294,58-54-3-3-A,<Null>,Cmn Area/Open Spc,0.137,AC,0,0,0,0,0,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-01-8650,40 - COMM & IND
1568,Point,1,1574, ,58-54-3-6-A,58-32-3-50-0,7725-11-2058,2058,1,Mosaic at West Creek Sec III,4.295,12/10/2021,<Null>,7725-01-9587,21297,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,4.295279, , ,23238, , , , ,-0.000279,0,2022,16835,21297,58-54-3-6-A,<Null>,Cmn Area/Open Spc,4.295,AC,0,0,0,0,0,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7724-09-8882,60 - AG > 100 AC
1569,Point,1,1575, ,58-54-3-2-A,58-32-3-50-0,7725-02-8183,8183,1,Mosaic at West Creek Sec III,0.078,12/10/2021,<Null>,7725-01-9587,21293,0,Yes, ,12/23/2021,JDW,0, ,0, , , ,0.077814, , ,23238, , , , ,0.000186,0,2022,16836,21293,58-54-3-2-A,<Null>,Cmn Area/Open Spc,0.078,AC,0,0,0,0,0,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,RPUD,RES/PUD,7725-02-8362,40 - COMM & IND
1570,Point,1,1576, 11   1    35,11-1-0-35-0,11-1-0-35-0,6821-25-1719,1719,1, ,10,12/9/2021,<Null>, ,8952,2,No,No,1/24/2022,DG,1, ,0,116220983815589_TRATE, ,6,9.999967, ,645,23063, , , , ,0.000033,0,2022,16849,8952,11-1-0-35-0,6821-25-0598,SNGL FAM SUB,17.87,AC,134400,0,134400,377600,0,512000,130800,0,130800,303900,0,434700,RR,RES/RUR,6821-25-0598,20 - SNGL FAM SUB
1571,Point,1,1586, 66   8     A,66-8-0-A-0,66-1-0-3-0,7723-36-5526,5526,1,Pembroke Farms,1.132,12/29/2021,<Null>,7723-37-2070,18559,2,No,No,1/31/2022,DG,1, ,0,117232913736789_TRATE, ,1,1.132406, ,672,0, , , , ,-0.000406,0,2022,16864,18559,66-8-0-A-0,7723-37-2070,Cmn Area/Open Spc,2.998,AC,0,0,0,0,0,0,0,0,0,0,0,0,R1,RES/LTD,7723-36-6438,20 - SNGL FAM SUB
1572,Point,1,1589, 59   1    38A,59-1-0-38-A,59-1-0-38-A,7726-96-0570, ,1, ,10.01,1/25/2022,1/1/2006,7726-96-2365,2076,4,Yes,Yes,2/2/2022,DG,1, ,0,117293003766432_TRATE, ,3,10.008351, ,654,23233, , , , ,0.001649,0,2022,16872,2076,59-1-0-38-A,7726-96-0570,COMM & IND,13.209,AC,9200100,0,9200100,0,0,9200100,8363700,0,8363700,0,0,8363700,M2,INDUS/G,7726-96-2365,40 - COMM & IND
1573,Point,1,1592, 64  21     1,64-21-0-1-0,65-1-0-6-0,7733-55-4495, ,12,Randolph Square,52.862,12/31/2005,<Null>, ,14230,5,No,No,2/14/2022,JDW,0, ,0,117361883736618_TRATE, ,1,55.532568, ,673,0, , , , ,-2.670568,0,2022,16902,14230,64-21-0-1-0,7733-55-4495,Cmn Area/Open Spc,52.862,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,7733-55-4495,80 - NOT TAXABLE
1574,Point,1,1593, 64  21     1,64-21-0-1-0,65-1-0-6-0,7733-55-4495, ,12,Randolph Square,52.862,12/31/2005,<Null>, ,14230,5,No,No,2/14/2022,JDW,0, ,0,117361883736618_TRATE, ,1,55.532568, ,673,0, , , , ,-2.670568,0,2022,16903,14230,64-21-0-1-0,7733-55-4495,Cmn Area/Open Spc,52.862,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,7733-55-4495,80 - NOT TAXABLE
1575,Point,1,1594, 64  21     1,64-21-0-1-0,65-1-0-6-0,7733-55-4495, ,12,Randolph Square,52.862,12/31/2005,<Null>, ,14230,5,No,No,2/14/2022,JDW,0, ,0,117361883736618_TRATE, ,1,55.532568, ,673,0, , , , ,-2.670568,0,2022,16904,14230,64-21-0-1-0,7733-55-4495,Cmn Area/Open Spc,52.862,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,7733-55-4495,80 - NOT TAXABLE
1576,Point,1,1595, 64  21     1,64-21-0-1-0,65-1-0-6-0,7733-55-4495, ,12,Randolph Square,52.862,12/31/2005,<Null>, ,14230,5,No,No,2/14/2022,JDW,0, ,0,117361883736618_TRATE, ,1,55.532568, ,673,0, , , , ,-2.670568,0,2022,16905,14230,64-21-0-1-0,7733-55-4495,Cmn Area/Open Spc,52.862,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,7733-55-4495,80 - NOT TAXABLE
1577,Point,1,1596, 64  21     1,64-21-0-1-0,65-1-0-6-0,7733-55-4495, ,12,Randolph Square,52.862,12/31/2005,<Null>, ,14230,5,No,No,2/14/2022,JDW,0, ,0,117361883736618_TRATE, ,1,55.532568, ,673,0, , , , ,-2.670568,0,2022,16906,14230,64-21-0-1-0,7733-55-4495,Cmn Area/Open Spc,52.862,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,7733-55-4495,80 - NOT TAXABLE
1578,Point,1,1597, 64  21     1,64-21-0-1-0,65-1-0-6-0,7733-55-4495, ,12,Randolph Square,52.862,12/31/2005,<Null>, ,14230,5,No,No,2/14/2022,JDW,0, ,0,117361883736618_TRATE, ,1,55.532568, ,673,0, , , , ,-2.670568,0,2022,16907,14230,64-21-0-1-0,7733-55-4495,Cmn Area/Open Spc,52.862,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,7733-55-4495,80 - NOT TAXABLE
1579,Point,1,1598, 64  21     1,64-21-0-1-0,65-1-0-6-0,7733-55-4495, ,12,Randolph Square,52.862,12/31/2005,<Null>, ,14230,5,No,No,2/14/2022,JDW,0, ,0,117361883736618_TRATE, ,1,55.532568, ,673,0, , , , ,-2.670568,0,2022,16908,14230,64-21-0-1-0,7733-55-4495,Cmn Area/Open Spc,52.862,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,7733-55-4495,80 - NOT TAXABLE
1580,Point,1,1599, 64  21     1,64-21-0-1-0,65-1-0-6-0,7733-55-4495, ,12,Randolph Square,52.862,12/31/2005,<Null>, ,14230,5,No,No,2/14/2022,JDW,0, ,0,117361883736618_TRATE, ,1,55.532568, ,673,0, , , , ,-2.670568,0,2022,16909,14230,64-21-0-1-0,7733-55-4495,Cmn Area/Open Spc,52.862,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,7733-55-4495,80 - NOT TAXABLE
